Document,Date,Parliament-Session,Original Word Count,Final Word Count,Topic Coherence,Dominant Topic,Dominant Topic Value,Topic Keywords,Topic Keyword 0,Topic Keyword 1,Topic Keyword 2,Topic Keyword 3,Topic Keyword 4,Topic Keyword 5,Topic Keyword 6,Topic Keyword 7,Topic Keyword 8,Topic Keyword 9
20071031-HAN012-E.pdf,2007-10-31,39-2,39873,16166,0.21273943147765745,6,children,"first, nation, tax, safeti, common, feder, children, us, want, issu",first,nation,tax,safeti,common,feder,children,us,want,issu
20100529-HAN201-E.pdf,2010-05-29,44-1,91883,43261,0.2832944632917082,3,environ,"chrystia, freeland, tax, environ, like, know, import, work, common, carbon",chrystia,freeland,tax,environ,like,know,import,work,common,carbon
20071016-HAN001-E.pdf,2007-10-16,39-2,12490,5279,0.21694843839639538,1,parliament,"common, parliament, order, throne, support, new, session, ourgovern, first, work",common,parliament,order,throne,support,new,session,ourgovern,first,work
20130228-HAN216-E.pdf,2013-02-28,41-1,75453,31175,0.37670405009830665,0,rcmp,"rcmp, polic, problem, work, harass, want, like, need, issu, import",rcmp,polic,problem,work,harass,want,like,need,issu,import
20180927-HAN327-E.pdf,2018-09-27,42-1,79457,34439,0.3008736815394604,0,hous,"hous, need, commun, live, afford, organ, famili, homeless, strategi, nation",hous,need,commun,live,afford,organ,famili,homeless,strategi,nation
20121108-HAN179-E.pdf,2012-11-08,41-1,36403,14572,0.22912679509735065,1,servic,"support, servic, famili, work, need, import, parent, week, financi, us",support,servic,famili,work,need,import,parent,week,financi,us
20080527-HAN099-E.pdf,2008-05-27,39-2,70977,30817,0.31377929701346335,3,industri,"trade, agreement, countri, industri, free, import, may, concern, like, food",trade,agreement,countri,industri,free,import,may,concern,like,food
20211129-HAN006-E.pdf,2021-11-29,44-1,63001,29549,0.29897714605803266,6,pandem,"support, work, busi, need, get, help, pandem, continu, us, countri",support,work,busi,need,get,help,pandem,continu,us,countri
20120327-HAN100-E.pdf,2012-03-27,41-1,88123,37551,0.3125701954218304,3,make,"financi, bank, system, make, consum, import, gener, like, countri, common",financi,bank,system,make,consum,import,gener,like,countri,common
20081126-HAN007-E.pdf,2008-11-26,40-1,44324,17532,0.26381995023807797,3,job,"work, ride, need, job, industri, econom, billion, want, first, support",work,ride,need,job,industri,econom,billion,want,first,support
20141021-HAN129-E.pdf,2014-10-21,41-2,73374,31264,0.32980876516633983,4,west,"health, ebola, need, countri, west, like, question, world, know, protect",health,ebola,need,countri,west,like,question,world,know,protect
20120917-HAN146-E.pdf,2012-09-17,41-1,109662,50445,0.23047873902766494,3,park,"regard, rcmp, nation, park, victim, respons, question, need, report, cost",regard,rcmp,nation,park,victim,respons,question,need,report,cost
20190508-HAN412-E.pdf,2019-05-08,42-1,31245,12471,0.3327396597183319,4,order,"work, anim, lametti, may, order, servic, justic, question, common, decis",work,anim,lametti,may,order,servic,justic,question,common,decis
20230605-HAN206-E.pdf,2023-06-05,44-1,91313,42381,0.31447172928960987,4,right,"delet, claus, amend, work, right, want, like, know, question, support",delet,claus,amend,work,right,want,like,know,question,support
20110323-HAN147-E.pdf,2011-03-23,40-3,37557,15014,0.24317340112702593,4,know,"victim, budget, common, want, know, inform, said, parol, provid, right",victim,budget,common,want,know,inform,said,parol,provid,right
20161103-HAN104-E.pdf,2016-11-03,42-1,82582,33707,0.4259771453314482,0,parti,"parti, access, us, say, common, law, question, minist, ethic, fundrais",parti,access,us,say,common,law,question,minist,ethic,fundrais
20210503-HAN093-E.pdf,2021-05-03,43-2,79118,37353,0.2514793162426718,3,climat,"health, need, nation, climat, target, like, chang, plan, see, report",health,need,nation,climat,target,like,chang,plan,see,report
20150528-HAN219-E.pdf,2015-05-28,41-2,72842,30528,0.2758339319341388,6,protect,"fish, countri, take, illeg, fisheri, may, protect, vote, legisl, women",fish,countri,take,illeg,fisheri,may,protect,vote,legisl,women
20140602-HAN094-E.pdf,2014-06-02,41-2,108177,45553,0.27979536671757277,1,right,"veteran, right, want, get, trade, need, job, like, work, servic",veteran,right,want,get,trade,need,job,like,work,servic
20170928-HAN208-E.pdf,2017-09-28,42-1,74005,32172,0.3096926009232775,0,arm,"arm, treati, trade, make, countri, export, use, like, want, import",arm,treati,trade,make,countri,export,use,like,want,import
20230420-HAN181-E.pdf,2023-04-20,44-1,57908,27975,0.31868865773145966,6,want,"industri, aerospac, support, need, get, colleagu, want, work, import, compani",industri,aerospac,support,need,get,colleagu,want,work,import,compani
20071207-HAN033-E.pdf,2007-12-07,39-2,50426,23849,0.3472781172859162,4,qubec,"tax, ontario, invest, secretari, qubec, corpor, provinc, parliamentari, alcohol, cut",tax,ontario,invest,secretari,qubec,corpor,provinc,parliamentari,alcohol,cut
20140324-HAN060-E.pdf,2014-03-24,41-2,99696,44287,0.33080283302857055,1,vote,"offic, vote, elect, mp, director, voter, year, region, request, use",offic,vote,elect,mp,director,voter,year,region,request,use
20230921-HAN222-E.pdf,2023-09-21,44-1,67909,32746,0.3222295597528464,1,make,"port, make, safeti, need, us, work, import, chang, like, get",port,make,safeti,need,us,work,import,chang,like,get
20171020-HAN219-E.pdf,2017-10-20,42-1,40278,16188,0.2138248025507043,3,law,"tax, impair, drive, law, alcohol, financ, make, test, two, polic",tax,impair,drive,law,alcohol,financ,make,test,two,polic
20080514-HAN095-E.pdf,2008-05-14,39-2,41831,16809,0.2951486495284418,1,first,"commun, first, common, nation, like, right, may, want, interest, law",commun,first,common,nation,like,right,may,want,interest,law
20080605-HAN106-E.pdf,2008-06-05,39-2,91228,36901,0.4294248825534347,2,say,"parliament, interest, say, lawsuit, issu, could, agre, want, common, us",parliament,interest,say,lawsuit,issu,could,agre,want,common,us
20070213-HAN109-E.pdf,2007-02-13,39-1,73426,30681,0.2759717744868436,6,us,"court, crime, issu, right, question, firearm, us, justic, make, need",court,crime,issu,right,question,firearm,us,justic,make,need
20101210-HAN115-E.pdf,2010-12-10,40-3,50800,23508,0.37551903857676827,5,make,"ontario, parliamentari, secretari, qubec, order, make, question, common, work, point",ontario,parliamentari,secretari,qubec,order,make,question,common,work,point
20090430-HAN049-E.pdf,2009-04-30,40-2,73227,30780,0.29130870149319427,3,know,"health, product, regul, know, make, want, research, legisl, say, risk",health,product,regul,know,make,want,research,legisl,say,risk
20091203-HAN123-E.pdf,2009-12-03,40-2,78336,33020,0.24872369844016234,6,quebec,"report, tax, us, question, order, tortur, quebec, work, use, issu",report,tax,us,question,order,tortur,quebec,work,use,issu
20121130-HAN189-E.pdf,2012-11-30,41-1,52380,25162,0.282324539081588,5,secretari,"nation, nuclear, first, ontario, parliamentari, secretari, qubec, develop, intern, need",nation,nuclear,first,ontario,parliamentari,secretari,qubec,develop,intern,need
20160324-HAN035-E.pdf,2016-03-24,42-1,34189,13036,0.32157789838529766,4,import,"rcmp, right, secret, ballot, import, want, work, make, polic, bargain",rcmp,right,secret,ballot,import,want,work,make,polic,bargain
20121025-HAN169-E.pdf,2012-10-25,41-1,79975,33306,0.30269165132261694,3,tax,"job, budget, work, tax, plan, servic, busi, make, import, new",job,budget,work,tax,plan,servic,busi,make,import,new
20180620-HAN318-E.pdf,2018-06-20,42-1,28724,10991,0.23006666402077253,4,agre,"trudeau, right, order, common, agre, june, english, summer, petit, justin",trudeau,right,order,common,agre,june,english,summer,petit,justin
20141006-HAN123-E.pdf,2014-10-06,41-2,68978,29482,0.35307665346140127,0,iraq,"iraq, support, mission, isil, militari, countri, need, forc, ask, question",iraq,support,mission,isil,militari,countri,need,forc,ask,question
20220502-HAN062-E.pdf,2022-05-02,44-1,81078,37831,0.385358044780627,0,want,"want, work, know, say, go, common, need, make, debat, question",want,work,know,say,go,common,need,make,debat,question
20080612-HAN111-E.pdf,2008-06-12,39-2,59655,25466,0.2688581777580096,2,loan,"respons, report, loan, us, countri, compani, common, could, import, want",respons,report,loan,us,countri,compani,common,could,import,want
20180427-HAN287-E.pdf,2018-04-27,42-1,39482,16288,0.28345593660685203,0,need,"need, product, tobacco, support, famili, make, vape, smoke, work, know",need,product,tobacco,support,famili,make,vape,smoke,work,know
20200218-HAN018-E.pdf,2020-02-18,43-1,111117,52261,0.2802724643816915,6,employ,"benefit, week, need, work, right, nation, employ, want, indigen, ei",benefit,week,need,work,right,nation,employ,want,indigen,ei
20120206-HAN074-E.pdf,2012-02-06,41-1,73351,30876,0.36728049206861446,3,firearm,"gun, registri, long, firearm, use, polic, like, know, want, work",gun,registri,long,firearm,use,polic,like,know,want,work
20160927-HAN082-E.pdf,2016-09-27,42-1,70592,28690,0.35620484982709677,6,common,"secur, nation, legisl, inform, right, work, common, agenc, parliamentari, need",secur,nation,legisl,inform,right,work,common,agenc,parliamentari,need
20210414-HAN080-E.pdf,2021-04-14,43-2,75812,36961,0.4306336698291978,3,languag,"univers, right, laurentian, languag, need, support, commun, work, french, feder",univers,right,laurentian,languag,need,support,commun,work,french,feder
20130419-HAN236-E.pdf,2013-04-19,41-1,52675,25400,0.31679336390271484,6,common,"ontario, first, nation, secretari, develop, parliamentari, common, aborigin, tax, right",ontario,first,nation,secretari,develop,parliamentari,common,aborigin,tax,right
20171027-HAN224-E.pdf,2017-10-27,42-1,40756,16880,0.23417591921892303,4,financ,"sickl, cell, diseas, impair, financ, drive, day, like, common, work",sickl,cell,diseas,impair,financ,drive,day,like,common,work
20230512-HAN196-E.pdf,2023-05-12,44-1,37303,17530,0.3215520734647342,4,french,"order, languag, quebec, offici, french, work, make, question, want, stand",order,languag,quebec,offici,french,work,make,question,want,stand
20140620-HAN108-E.pdf,2014-06-20,41-2,31952,15768,0.3425935292990606,3,secretari,"victim, ontario, parliamentari, secretari, qubec, right, state, british, columbia, support",victim,ontario,parliamentari,secretari,qubec,right,state,british,columbia,support
20170405-HAN160-E.pdf,2017-04-05,42-1,44241,18947,0.29811371583857366,6,need,"seal, work, want, budget, trudeau, make, need, right, like, us",seal,work,want,budget,trudeau,make,need,right,like,us
20090325-HAN033-E.pdf,2009-03-25,40-2,45620,18460,0.20013201666539435,1,chang,"enforc, chang, plan, pension, forc, work, need, common, us, environment",enforc,chang,plan,pension,forc,work,need,common,us,environment
20230612-HAN211-E.pdf,2023-06-12,44-1,96982,44515,0.3691605382562937,5,make,"parliament, work, common, order, import, make, hybrid, want, us, say",parliament,work,common,order,import,make,hybrid,want,us,say
20220407-HAN055-E.pdf,2022-04-07,44-1,53306,25053,0.3699745840702469,0,seat,"seat, represent, provinc, common, want, make, quebec, colleagu, parliament, work",seat,represent,provinc,common,want,make,quebec,colleagu,parliament,work
20060510-HAN020-E.pdf,2006-05-10,39-1,46134,18410,0.31334597446390366,0,tax,"tax, budget, work, like, need, common, cut, countri, may, debat",tax,budget,work,like,need,common,cut,countri,may,debat
20160613-HAN071-E.pdf,2016-06-13,42-1,70855,30030,0.37810707471319965,4,legal,"marijuana, health, want, use, legal, need, organ, decrimin, crimin, law",marijuana,health,want,use,legal,need,organ,decrimin,crimin,law
20130301-HAN217-E.pdf,2013-03-01,41-1,51678,25155,0.3277061430130929,6,qubec,"crimin, parliamentari, ontario, victim, secretari, accus, qubec, respons, traffick, mental",crimin,parliamentari,ontario,victim,secretari,accus,qubec,respons,traffick,mental
20220203-HAN023-E.pdf,2022-02-03,44-1,73223,34806,0.2544405782638882,0,need,"need, get, hous, support, work, tax, go, help, import, busi",need,get,hous,support,work,tax,go,help,import,busi
20180613-HAN314-E.pdf,2018-06-13,42-1,80236,36078,0.3890968940949726,3,commun,"latin, american, month, commun, countri, cannabi, heritag, like, mani, cultur",latin,american,month,commun,countri,cannabi,heritag,like,mani,cultur
20230607-HAN208-E.pdf,2023-06-07,44-1,57617,29291,0.37048531752473873,3,countri,"go, common, order, countri, leader, get, right, poilievr, take, work",go,common,order,countri,leader,get,right,poilievr,take,work
20110616-HAN010-E.pdf,2011-06-16,41-1,40062,15376,0.27364405860171287,5,crimin,"right, work, trial, air, like, crimin, case, judg, justic, order",right,work,trial,air,like,crimin,case,judg,justic,order
20070226-HAN118-E.pdf,2007-02-26,39-1,67838,28335,0.2482915495712383,3,law,"provis, order, section, law, secur, crimin, use, court, right, anim",provis,order,section,law,secur,crimin,use,court,right,anim
20220603-HAN081-E.pdf,2022-06-03,44-1,29835,14263,0.359510995413114,0,support,"support, work, claus, delet, need, report, madamspeak, job, like, common",support,work,claus,delet,need,report,madamspeak,job,like,common
20100420-HAN029-E.pdf,2010-04-20,40-3,74323,30485,0.4350348236911685,0,quebec,"quebec, seat, represent, provinc, common, popul, nation, want, bloc, us",quebec,seat,represent,provinc,common,popul,nation,want,bloc,us
20201002-HAN008-E.pdf,2020-10-02,43-2,37452,18065,0.43241506399158863,1,judg,"sexual, judg, assault, need, case, like, system, women, justic, train",sexual,judg,assault,need,case,like,system,women,justic,train
20220615-HAN089-E.pdf,2022-06-15,44-1,42328,21288,0.3411561455612688,0,work,"work, common, support, need, trudeau, busi, quebec, import, want, pension",work,common,support,need,trudeau,busi,quebec,import,want,pension
20181122-HAN356-E.pdf,2018-11-22,42-1,66433,27599,0.26785898301027106,3,want,"work, busi, post, want, legisl, need, common, go, get, worker",work,busi,post,want,legisl,need,common,go,get,worker
20220622-HAN094-E.pdf,2022-06-22,44-1,70436,34221,0.30191048678290544,0,care,"care, order, work, make, need, common, want, us, continu, take",care,order,work,make,need,common,want,us,continu,take
20060620-HAN044-E.pdf,2006-06-20,39-1,89891,35787,0.2953531788778813,3,question,"inform, common, access, question, amend, say, work, know, debat, could",inform,common,access,question,amend,say,work,know,debat,could
20120511-HAN122-E.pdf,2012-05-11,41-1,53479,25897,0.3068323520545634,2,parliamentari,"budget, ontario, parliamentari, ms, job, secretari, new, work, qubec, common",budget,ontario,parliamentari,ms,job,secretari,new,work,qubec,common
20121030-HAN172-E.pdf,2012-10-30,41-1,81976,34914,0.26838480410196847,1,job,"budget, job, busi, support, small, protect, want, work, tax, econom",budget,job,busi,support,small,protect,want,work,tax,econom
20210202-HAN055-E.pdf,2021-02-02,43-2,70488,33709,0.2751044750089428,4,vaccin,"need, us, plan, know, vaccin, support, like, health, work, talk",need,us,plan,know,vaccin,support,like,health,work,talk
20201028-HAN021-E.pdf,2020-10-28,43-2,35760,17497,0.24441085238938337,0,quebec,"quebec, tax, work, care, need, support, right, common, make, nation",quebec,tax,work,care,need,support,right,common,make,nation
20211210-HAN015-E.pdf,2021-12-10,44-1,35189,16313,0.2859742019309447,5,common,"need, go, senior, question, work, common, like, talk, mani, get",need,go,senior,question,work,common,like,talk,mani,get
20071213-HAN037-E.pdf,2007-12-13,39-2,53012,21262,0.27349092587586504,0,tax,"tax, want, vote, address, issu, say, elect, us, common, know",tax,want,vote,address,issu,say,elect,us,common,know
20140131-HAN039-E.pdf,2014-01-31,41-2,51354,24661,0.33976732983452307,5,right,"counterfeit, ontario, secretari, parliamentari, good, right, new, industri, servic, offic",counterfeit,ontario,secretari,parliamentari,good,right,new,industri,servic,offic
20100414-HAN025-E.pdf,2010-04-14,40-3,45296,19011,0.31636575348047186,3,industri,"work, climat, want, industri, first, action, year, chang, countri, common",work,climat,want,industri,first,action,year,chang,countri,common
20150224-HAN178-E.pdf,2015-02-24,41-2,103075,43149,0.3324168348789382,4,want,"issu, court, antisemit, right, want, us, care, work, like, know",issu,court,antisemit,right,want,us,care,work,like,know
20070329-HAN131-E.pdf,2007-03-29,39-1,74002,31763,0.23691009002693394,5,us,"tax, compani, inform, industri, know, us, order, budget, make, busi",tax,compani,inform,industri,know,us,order,budget,make,busi
20150610-HAN228-E.pdf,2015-06-10,41-2,50459,21924,0.3138529628640635,3,work,"vote, budget, english, work, make, thank, question, tax, translat, common",vote,budget,english,work,make,thank,question,tax,translat,common
20120314-HAN096-E.pdf,2012-03-14,41-1,54316,22961,0.25337211269525056,0,flag,"flag, agre, us, drug, provinc, health, vote, respons, translat, need",flag,agre,us,drug,provinc,health,vote,respons,translat,need
20090615-HAN075-E.pdf,2009-06-15,40-2,60432,25230,0.4017728815536805,6,common,"secur, regul, quebec, nation, system, jurisdict, common, work, want, feder",secur,regul,quebec,nation,system,jurisdict,common,work,want,feder
20210618-HAN121-E.pdf,2021-06-18,43-2,55987,26170,0.29843909116451145,0,need,"need, support, like, get, order, question, budget, us, nation, organ",need,support,like,get,order,question,budget,us,nation,organ
20101105-HAN095-E.pdf,2010-11-05,40-3,51359,23722,0.28355603970138665,3,question,"ontario, secretari, parliamentari, question, qubec, inform, nation, form, year, censu",ontario,secretari,parliamentari,question,qubec,inform,nation,form,year,censu
20210218-HAN061-E.pdf,2021-02-18,43-2,76080,36735,0.31382624287032346,1,right,"genocid, right, human, work, china, want, take, today, us, common",genocid,right,human,work,china,want,take,today,us,common
20210326-HAN077-E.pdf,2021-03-26,43-2,30399,14715,0.24548244638136113,6,make,"elect, privaci, need, vote, import, want, make, work, busi, support",elect,privaci,need,vote,import,want,make,work,busi,support
20120423-HAN108-E.pdf,2012-04-23,41-1,79721,34661,0.3209773719745121,5,need,"refuge, system, countri, immigr, make, need, common, protect, claim, claimant",refuge,system,countri,immigr,make,need,common,protect,claim,claimant
20071214-HAN037-E.pdf,2007-12-14,39-2,983,428,0.2671958462106333,0,galipeau,"galipeau, royal, act, chapter, public, servic, certain, assent, provis, tabl",galipeau,royal,act,chapter,public,servic,certain,assent,provis,tabl
20181026-HAN343-E.pdf,2018-10-26,42-1,34233,13586,0.24773521177668462,5,foreign,"elect, mr, vote, third, make, foreign, want, elector, work, say",elect,mr,vote,third,make,foreign,want,elector,work,say
20130426-HAN241-E.pdf,2013-04-26,41-1,52827,25200,0.41903154995840486,5,senior,"ontario, victim, need, want, secretari, senior, legisl, support, crimin, mental",ontario,victim,need,want,secretari,senior,legisl,support,crimin,mental
20201207-HAN044-E.pdf,2020-12-07,43-2,88722,44817,0.3738165847748101,5,get,"busi, invest, support, women, need, get, tax, pandem, work, common",busi,invest,support,women,need,get,tax,pandem,work,common
20200925-HAN003-E.pdf,2020-09-25,43-2,35535,16919,0.3068448562196417,0,health,"health, care, need, common, work, throne, job, support, covid, pandem",health,care,need,common,work,throne,job,support,covid,pandem
20221129-HAN137-E.pdf,2022-11-29,44-1,72950,35887,0.4016035860154177,0,reconcili,"reconcili, nation, indigen, council, call, work, first, care, import, commun",reconcili,nation,indigen,council,call,work,first,care,import,commun
20190319-HAN392-E.pdf,2019-03-19,42-1,64520,26554,0.2739886177207756,1,get,"want, get, know, like, need, work, talk, common, today, order",want,get,know,like,need,work,talk,common,today,order
20090224-HAN017-E.pdf,2009-02-24,40-2,71910,30426,0.3832700777022926,0,quebec,"quebec, equal, secur, nation, provinc, work, regul, budget, colleagu, us",quebec,equal,secur,nation,provinc,work,regul,budget,colleagu,us
20131016-HAN001-E.pdf,2013-10-16,41-2,11507,5456,0.22957348397826283,1,order,"common, order, continu, work, new, world, stand, tax, job, ourgovern",common,order,continu,work,new,world,stand,tax,job,ourgovern
20120217-HAN083-E.pdf,2012-02-17,41-1,52438,24161,0.35808796600501086,6,common,"order, stand, ontario, parliamentari, secretari, work, common, languag, affair, qubec",order,stand,ontario,parliamentari,secretari,work,common,languag,affair,qubec
20101129-HAN106-E.pdf,2010-11-29,40-3,69134,28895,0.23849575815459212,5,common,"report, question, need, work, us, common, refuge, want, come, make",report,question,need,work,us,common,refuge,want,come,make
20120316-HAN098-E.pdf,2012-03-16,41-1,55101,26353,0.33917300912587234,5,like,"refuge, system, countri, ontario, secretari, like, immigr, parliamentari, protect, make",refuge,system,countri,ontario,secretari,like,immigr,parliamentari,protect,make
20180607-HAN310-E.pdf,2018-06-07,42-1,114229,48714,0.27138387667893843,6,us,"secur, make, like, amend, say, justic, us, take, crimin, could",secur,make,like,amend,say,justic,us,take,crimin,could
20180319-HAN271-E.pdf,2018-03-19,42-1,74761,32565,0.2874798707493099,1,work,"budget, work, women, tax, us, support, like, year, economi, job",budget,work,women,tax,us,support,like,year,economi,job
20180227-HAN267-E.pdf,2018-02-27,42-1,57546,24589,0.3586242016223213,3,make,"project, process, energi, make, protect, indigen, impact, new, work, assess",project,process,energi,make,protect,indigen,impact,new,work,assess
20121101-HAN174-E.pdf,2012-11-01,41-1,80214,35741,0.3145029868128152,0,nation,"nation, first, women, water, right, aborigin, commun, legisl, consult, resourc",nation,first,women,water,right,aborigin,commun,legisl,consult,resourc
20140303-HAN055-E.pdf,2014-03-03,41-2,69424,28266,0.2508334591591345,4,said,"farmer, say, us, agricultur, said, common, make, use, need, support",farmer,say,us,agricultur,said,common,make,use,need,support
20090331-HAN037-E.pdf,2009-03-31,40-2,77700,32677,0.28653998964849775,2,broadcast,"cbc, cut, broadcast, fund, languag, french, cbcradiocanada, million, quebec, work",cbc,cut,broadcast,fund,languag,french,cbcradiocanada,million,quebec,work
20170411-HAN164-E.pdf,2017-04-11,42-1,65648,26454,0.30638046273246783,2,work,"women, privileg, work, want, issu, question, need, said, common, say",women,privileg,work,want,issu,question,need,said,common,say
20150129-HAN165-E.pdf,2015-01-29,41-2,75082,31536,0.34920118716158105,4,nation,"feder, meet, provinc, countri, nation, work, want, provinci, talk, premier",feder,meet,provinc,countri,nation,work,want,provinci,talk,premier
20231107-HAN248-E.pdf,2023-11-07,44-1,74557,35426,0.37648623215557847,1,tax,"heat, tax, home, oil, climat, carbon, vote, say, chang, common",heat,tax,home,oil,climat,carbon,vote,say,chang,common
20161019-HAN093-E.pdf,2016-10-19,42-1,47720,19837,0.2722728610416228,5,take,"minist, women, work, want, make, take, region, equal, common, like",minist,women,work,want,make,take,region,equal,common,like
20090226-HAN019-E.pdf,2009-02-26,40-2,79350,33124,0.3591105342289581,6,commun,"need, municip, money, infrastructur, get, fund, commun, work, want, women",need,municip,money,infrastructur,get,fund,commun,work,want,women
20070205-HAN103-E.pdf,2007-02-05,39-1,65428,27477,0.33600116698806826,2,payday,"loan, quebec, payday, interest, say, need, provinc, like, want, us",loan,quebec,payday,interest,say,need,provinc,like,want,us
20091123-HAN115-E.pdf,2009-11-23,40-2,65025,27561,0.36920212193001295,6,parol,"hope, year, autism, prison, us, common, parol, victim, murder, famili",hope,year,autism,prison,us,common,parol,victim,murder,famili
20221019-HAN113-E.pdf,2022-10-19,44-1,48092,23387,0.2544298161983691,3,work,"right, money, famili, work, like, common, use, support, trudeau, us",right,money,famili,work,like,common,use,support,trudeau,us
20080205-HAN044-E.pdf,2008-02-05,39-2,84704,35944,0.21629983763428892,0,secur,"secur, us, industri, countri, say, right, need, make, quebec, know",secur,us,industri,countri,say,right,need,make,quebec,know
20220920-HAN098-E.pdf,2022-09-20,44-1,121239,58776,0.2553647295754888,6,work,"disabl, regard, mani, benefit, need, support, work, legisl, includ, person",disabl,regard,mani,benefit,need,support,work,legisl,includ,person
20060508-HAN018-E.pdf,2006-05-08,39-1,68611,28879,0.30814983788210376,6,work,"budget, child, tax, care, billion, money, work, year, need, want",budget,child,tax,care,billion,money,work,year,need,want
20210609-HAN114-E.pdf,2021-06-09,43-2,33908,17256,0.288396716518403,2,work,"nation, trudeau, work, report, right, question, common, women, commun, forc",nation,trudeau,work,report,right,question,common,women,commun,forc
20140926-HAN117-E.pdf,2014-09-26,41-2,49535,24197,0.2812631598006968,4,parliamentari,"ontario, prostitut, secretari, sex, parliamentari, heat, work, qubec, island, health",ontario,prostitut,secretari,sex,parliamentari,heat,work,qubec,island,health
20161118-HAN110-E.pdf,2016-11-18,42-1,45833,18978,0.2579262530138405,1,commun,"italian, commun, work, right, mani, question, support, common, like, parliamentari",italian,commun,work,right,mani,question,support,common,like,parliamentari
20091007-HAN092-E.pdf,2009-10-07,40-2,46722,18981,0.29466727372102547,6,common,"employ, billion, need, worker, work, tax, common, say, support, go",employ,billion,need,worker,work,tax,common,say,support,go
20160919-HAN076-E.pdf,2016-09-19,42-1,100044,44361,0.19311524602948987,6,make,"tax, trade, question, mani, regard, countri, make, nation, benefit, us",tax,trade,question,mani,regard,countri,make,nation,benefit,us
20230308-HAN166-E.pdf,2023-03-08,44-1,36829,18137,0.3063544441022628,1,want,"women, want, trudeau, right, make, need, work, common, day, know",women,want,trudeau,right,make,need,work,common,day,know
20190130-HAN374-E.pdf,2019-01-30,42-1,45430,18709,0.24066287601845054,4,children,"famili, child, right, work, children, parent, make, trudeau, feder, need",famili,child,right,work,children,parent,make,trudeau,feder,need
20181204-HAN364-E.pdf,2018-12-04,42-1,77789,32788,0.33715361058076027,0,tax,"tax, job, busi, invest, work, year, us, go, carbon, sector",tax,job,busi,invest,work,year,us,go,carbon,sector
20210610-HAN115-E.pdf,2021-06-10,43-2,58999,28008,0.22581972071284098,5,busi,"order, work, report, languag, common, busi, question, import, quebec, need",order,work,report,languag,common,busi,question,import,quebec,need
20090402-HAN039-E.pdf,2009-04-02,40-2,74624,31351,0.20452621714594496,6,produc,"grain, hous, nation, first, work, farmer, produc, say, want, need",grain,hous,nation,first,work,farmer,produc,say,want,need
20160412-HAN037-E.pdf,2016-04-12,42-1,118480,52203,0.287183938396994,3,year,"commun, budget, need, year, nation, help, work, health, invest, us",commun,budget,need,year,nation,help,work,health,invest,us
20230426-HAN185-E.pdf,2023-04-26,44-1,41060,19947,0.2838487303098497,2,offici,"languag, right, offici, french, work, trudeau, want, labour, like, compani",languag,right,offici,french,work,trudeau,want,labour,like,compani
20100329-HAN019-E.pdf,2010-03-29,40-3,66907,28785,0.25454187916027277,0,agreement,"agreement, trade, right, countri, free, jordan, want, issu, say, us",agreement,trade,right,countri,free,jordan,want,issu,say,us
20061207-HAN093-E.pdf,2006-12-07,39-1,73268,31224,0.2409638282833026,0,tax,"tax, bank, financi, question, work, make, need, servic, know, treati",tax,bank,financi,question,work,make,need,servic,know,treati
20120402-HAN104-E.pdf,2012-04-02,41-1,64028,27996,0.3378504796311547,3,say,"budget, cut, job, say, work, countri, like, want, make, common",budget,cut,job,say,work,countri,like,want,make,common
20170404-HAN159-E.pdf,2017-04-04,42-1,87402,38265,0.36770702308064734,2,work,"budget, tax, work, need, help, famili, get, invest, support, make",budget,tax,work,need,help,famili,get,invest,support,make
20130214-HAN211-E.pdf,2013-02-14,41-1,70508,30483,0.3985126643651381,3,first,"women, aborigin, nation, first, polic, violenc, miss, need, right, issu",women,aborigin,nation,first,polic,violenc,miss,need,right,issu
20220513-HAN071-E.pdf,2022-05-13,44-1,32787,16228,0.2685668357008164,0,media,"media, news, ms, commun, work, parliamentari, need, like, import, support",media,news,ms,commun,work,parliamentari,need,like,import,support
20090916-HAN082-E.pdf,2009-09-16,40-2,42644,17447,0.2187393449181033,4,capit,"worker, nation, work, park, capit, job, support, plan, like, ncc",worker,nation,work,park,capit,job,support,plan,like,ncc
20180921-HAN323-E.pdf,2018-09-21,42-1,43207,18259,0.30095719895307,6,want,"right, victim, militari, justic, system, nation, want, work, veteran, need",right,victim,militari,justic,system,nation,want,work,veteran,need
20141205-HAN156-E.pdf,2014-12-05,41-2,47934,22835,0.37199782475699206,2,parliamentari,"tax, ontario, parliamentari, secretari, famili, women, support, make, qubec, benefit",tax,ontario,parliamentari,secretari,famili,women,support,make,qubec,benefit
20200928-HAN004-E.pdf,2020-09-28,43-2,64115,30014,0.31430044833514464,2,work,"benefit, support, work, need, pandem, covid, respons, help, common, us",benefit,support,work,need,pandem,covid,respons,help,common,us
20151207-HAN003-E.pdf,2015-12-07,42-1,66210,27094,0.27962451497113366,6,ride,"want, first, like, work, new, common, ride, tax, translat, need",want,first,like,work,new,common,ride,tax,translat,need
20190412-HAN404-E.pdf,2019-04-12,42-1,39795,16132,0.2573532795293569,0,budget,"budget, health, support, year, work, need, billion, make, say, common",budget,health,support,year,work,need,billion,make,say,common
20180322-HAN274-E.pdf,2018-03-22,42-1,145795,67120,0.5961159844441112,0,vote,"vote, deputi, west, say, march, yea, agre, common, concurr, divis",vote,deputi,west,say,march,yea,agre,common,concurr,divis
